1970s#n	senseval2.d001.s037.t003	1970s%1:28:00::
person#n	semeval2007.d001.s020.t003	person%1:03:00::
person#n	semeval2015.d003.s022.t001	person%1:03:00::
personal#a	senseval3.d001.s034.t006	personal%3:00:00::
personal#a	senseval3.d001.s035.t003	personal%3:00:00::
personal#a	senseval3.d001.s039.t005	personal%3:00:00::
personal#a	senseval3.d001.s040.t002	personal%3:00:00::
personal#a	senseval3.d001.s040.t009	personal%3:00:00::
personal#a	semeval2015.d002.s006.t002	personal%5:00:00:subjective:00
personal_computer#n	senseval3.d002.s001.t002	personal_computer%1:06:00::
personality#n	senseval2.d002.s019.t003	personality%1:07:00::
personnel#n	semeval2015.d002.s012.t003	personnel%1:14:00::
perspective#n	semeval2015.d002.s016.t000	perspective%1:09:00::
peru#n	semeval2013.d008.s010.t001	peru%1:15:00::
pet#n	senseval3.d000.s100.t004	pet%1:18:00::
petition#n	semeval2013.d009.s002.t004	petition%1:10:00::
pharmaceutical#a	senseval2.d001.s090.t002	pharmaceutical%3:01:00::
pharmacist#n	semeval2015.d000.s002.t013	pharmacist%1:18:00::
phase#n	semeval2013.d006.s004.t008	phase%1:28:00::
phase#n	semeval2013.d006.s018.t003	phase%1:28:00::
philosophy#n	senseval2.d002.s020.t009	philosophy%1:09:00::
philosophy#n	senseval3.d001.s035.t010	philosophy%1:09:01::
phone#n	senseval3.d002.s081.t001	phone%1:06:00::
phone_line#n	senseval3.d002.s002.t009	phone_line%1:06:00::
phone_line#n	senseval3.d002.s116.t004	phone_line%1:06:00::
phosphorus#n	semeval2013.d007.s004.t000	phosphorus%1:27:00::
phosphorus#n	semeval2013.d007.s006.t006	phosphorus%1:27:00::
phosphorus#n	semeval2013.d007.s007.t004	phosphorus%1:27:00::
phosphorus#n	semeval2013.d007.s018.t001	phosphorus%1:27:00::
phosphorus#n	semeval2013.d007.s019.t003	phosphorus%1:27:00::
phosphorus#n	semeval2013.d007.s021.t001	phosphorus%1:27:00::
phosphorus#n	semeval2013.d007.s023.t001	phosphorus%1:27:00::
phosphorus#n	semeval2013.d007.s024.t004	phosphorus%1:27:00::
photograph#n	semeval2013.d005.s018.t005	photograph%1:06:00::
photograph#n	semeval2013.d005.s019.t001	photograph%1:06:00::
physical#a	senseval2.d000.s018.t007	physical%3:00:00::
picket_line#n	senseval2.d000.s038.t014	picket_line%1:14:00::
picture#n	senseval2.d001.s062.t002	picture%1:26:00::
picture#n	senseval3.d002.s103.t001	picture%1:06:02::
picture#n	semeval2013.d000.s007.t005	picture%1:26:00::
piece#n	senseval2.d001.s045.t002	piece%1:06:00::
piece#n	senseval2.d001.s071.t000	piece%1:06:00::
piece#n	senseval3.d001.s033.t000	piece%1:06:00::
piece#n	senseval3.d001.s041.t001	piece%1:06:00::
pier#n	senseval3.d002.s044.t001	pier%1:06:00::
pile#v	senseval2.d002.s062.t007	pile%2:35:03::
pilot#n	semeval2007.d002.s024.t000	pilot%1:18:00::
pilot#n	semeval2007.d002.s042.t001	pilot%1:18:00::
pilot#n	semeval2007.d002.s044.t000	pilot%1:18:00::
pivotal#a	senseval2.d001.s005.t007	pivotal%5:00:00:crucial:00
place#n	senseval2.d000.s029.t010	place%1:10:02::
place#n	senseval3.d000.s112.t003	place%1:15:04::
place#n	semeval2013.d006.s019.t016	place%1:04:01::
place#n	semeval2015.d002.s009.t016	place%1:15:04::
place#v	senseval3.d001.s024.t001	place%2:35:00::
placebo#n	semeval2015.d003.s016.t005	placebo%1:06:00::
placebo#n	semeval2015.d003.s016.t014	placebo%1:06:00::
plan#n	semeval2013.d000.s000.t001	plan%1:09:00::
plane#n	semeval2013.d000.s024.t002	plane%1:06:01::
planet#n	semeval2013.d000.s017.t002	planet%1:17:00::
planet#n	semeval2013.d007.s023.t007	planet%1:17:01::
planning#n	semeval2015.d002.s002.t008	planning%1:04:02::
play#n	semeval2013.d001.s012.t002	play%1:04:05::
play#v	senseval2.d000.s017.t003	play%2:36:00::
play#v	senseval2.d002.s053.t002	play%2:41:02::
play#v	senseval3.d000.s143.t003	play%2:34:13::
play#v	semeval2007.d000.s024.t003	play%2:41:12::
play#v	semeval2015.d002.s003.t005	play%2:41:12::
player#n	semeval2013.d001.s012.t000	player%1:18:01::
player#n	semeval2013.d006.s002.t001	player%1:18:01::
player#n	semeval2013.d006.s002.t005	player%1:18:01::
player#n	semeval2013.d006.s003.t004	player%1:18:01::
player#n	semeval2013.d006.s004.t003	player%1:18:01::
player#n	semeval2013.d006.s005.t006	player%1:18:01::
player#n	semeval2013.d006.s008.t009	player%1:18:01::
player#n	semeval2013.d006.s011.t004	player%1:18:01::
player#n	semeval2013.d006.s012.t003	player%1:18:01::
player#n	semeval2013.d006.s013.t002	player%1:18:01::
player#n	semeval2013.d006.s016.t007	player%1:18:01::
player#n	semeval2013.d006.s017.t003	player%1:18:01::
player#n	semeval2013.d006.s018.t002	player%1:18:01::
player#n	semeval2013.d006.s019.t008	player%1:18:01::
player#n	semeval2013.d006.s022.t001	player%1:18:01::
player#n	semeval2013.d010.s001.t000	player%1:18:01::
player#n	semeval2013.d010.s002.t002	player%1:18:01::
player#n	semeval2013.d010.s003.t002	player%1:18:01::
player#n	semeval2013.d010.s008.t000	player%1:18:01::
player#n	semeval2013.d010.s011.t000	player%1:18:01::
player#n	semeval2013.d010.s012.t001	player%1:18:01::
pleasure#n	semeval2007.d002.s046.t003	pleasure%1:09:00::
pleural#a	semeval2015.d000.s008.t004	pleural%3:01:00::
pleural#a	semeval2015.d000.s025.t002	pleural%3:01:00::
pleural#a	semeval2015.d000.s031.t005	pleural%3:01:00::
plot#n	senseval3.d000.s018.t003	plot%1:09:00::
plumber#n	semeval2013.d011.s007.t004	plumber%1:18:00::
plunge#v	semeval2007.d002.s042.t003	plunge%2:38:00::
plunge#v	semeval2007.d002.s045.t001	plunge%2:35:00::
plus#n	semeval2015.d001.s030.t001	plus%1:04:00::
pocket#n	semeval2007.d001.s038.t002	pocket%1:21:00::
point#n	semeval2013.d001.s001.t006	point%1:23:01::
point#n	semeval2013.d001.s008.t001	point%1:23:01::
point#n	semeval2013.d001.s008.t002	point%1:23:01::
point#n	semeval2013.d002.s002.t002	point%1:26:00::
point#n	semeval2013.d002.s002.t003	point%1:26:00::
point#n	semeval2013.d002.s002.t007	point%1:26:00::
point#n	semeval2013.d002.s002.t008	point%1:26:00::
point#n	semeval2013.d002.s003.t000	point%1:26:00::
point#n	semeval2013.d002.s003.t001	point%1:26:00::
point#n	semeval2013.d010.s023.t000	point%1:23:01::
point#n	semeval2013.d011.s023.t002	point%1:10:03::
point_out#v	semeval2007.d000.s009.t000	point_out%2:32:01::
point_out#v	semeval2007.d002.s030.t002	point_out%2:32:01::
police#n	semeval2013.d011.s001.t004	police%1:14:00::
policy#n	senseval2.d002.s045.t009	policy%1:09:00::
policy#n	senseval2.d002.s046.t002	policy%1:09:00::
policy#n	senseval3.d001.s014.t003	policy%1:09:00::
policy#n	senseval3.d001.s021.t005	policy%1:09:00::
policy#n	senseval3.d001.s024.t008	policy%1:09:00::
policy#n	senseval3.d001.s031.t004	policy%1:09:00::
policy#n	senseval3.d001.s036.t016	policy%1:09:00::
policy#n	senseval3.d001.s039.t014	policy%1:09:00::
policy#n	semeval2013.d000.s027.t002	policy%1:10:00::
policy#n	semeval2013.d005.s027.t007	policy%1:10:00::
policy#n	semeval2013.d011.s001.t001	policy%1:10:00::
policy#n	semeval2013.d011.s001.t006	policy%1:10:00::
policy#n	semeval2013.d011.s001.t009	policy%1:10:00::
policy#n	semeval2015.d002.s009.t007	policy%1:09:00::
political#a	senseval2.d002.s043.t002	political%3:01:02::
political#a	senseval3.d001.s000.t011	political%3:00:00::
political#a	senseval3.d001.s009.t004	political%3:01:02::
political#a	senseval3.d001.s035.t009	political%3:01:01::
politician#n	senseval2.d002.s004.t005	politician%1:18:01::
politician#n	senseval2.d002.s036.t003	politician%1:18:01::
politician#n	senseval2.d002.s057.t013	politician%1:18:01::
politician#n	senseval2.d002.s057.t015	politician%1:18:01::
poll#n	semeval2013.d008.s004.t001	poll%1:09:00::
poll#n	semeval2013.d008.s005.t000	poll%1:09:00::
poll#n	semeval2013.d008.s006.t003	poll%1:09:00::
poll#n	semeval2013.d008.s022.t001	poll%1:09:00::
polyp#n	senseval2.d001.s059.t003	polyp%1:26:00::
polyp#n	senseval2.d001.s061.t006	polyp%1:26:00::
polyp#n	senseval2.d001.s061.t010	polyp%1:26:00::
polyp#n	senseval2.d001.s063.t004	polyp%1:26:00::
polyp#n	senseval2.d001.s064.t005	polyp%1:26:00::
poor#a	senseval2.d002.s040.t005	poor%3:00:00::
poorly#r	senseval2.d002.s074.t004	poorly%4:02:00::
popular#a	senseval3.d001.s004.t010	popular%5:00:00:democratic:00
popular#a	senseval3.d001.s004.t015	popular%5:00:00:democratic:00
popular#a	senseval3.d001.s041.t012	popular%5:00:00:democratic:00
popularity#n	semeval2013.d008.s020.t002	popularity%1:07:00::
population#n	senseval3.d001.s010.t019	population%1:14:00::
pork_barrel#n	senseval3.d001.s010.t025	pork_barrel%1:21:00::
portfolio#n	semeval2015.d002.s009.t004	portfolio%1:14:00::
position#n	senseval2.d000.s028.t016	position%1:07:00::
position#n	senseval3.d002.s068.t002	position%1:07:01::
positive#a	senseval3.d001.s041.t022	positive%5:00:00:plus:00
positive#a	senseval3.d001.s045.t020	positive%5:00:00:plus:00
possess#v	semeval2007.d000.s012.t003	possess%2:42:00::
possibility#n	semeval2013.d007.s000.t001	possibility%1:26:00::
possibility#n	semeval2013.d007.s002.t004	possibility%1:26:00::
possibility#n	semeval2013.d007.s023.t003	possibility%1:26:00::
possible#a	senseval2.d001.s021.t004	possible%3:00:00::
possible#a	senseval2.d001.s026.t006	possible%3:00:00::
possible#a	senseval2.d001.s093.t000	possible%3:00:00::
possible#a	senseval3.d000.s116.t007	possible%3:00:04::
possible#a	semeval2015.d001.s014.t001	possible%3:00:00::
poster#n	senseval3.d002.s012.t001	poster%1:10:00::
posture#n	senseval2.d002.s036.t009	posture%1:09:00::
posturing#n	semeval2013.d000.s001.t002	posturing%1:07:00::
potential#a	senseval3.d001.s026.t000	potential%5:00:00:prospective:00
potential#a	senseval3.d001.s027.t001	potential%5:00:00:prospective:00
potential#n	senseval2.d002.s065.t003	potential%1:26:00::
potential#n	senseval2.d002.s069.t009	potential%1:26:00::
potential#n	senseval2.d002.s070.t004	potential%1:26:00::
potentiality#n	senseval2.d002.s011.t018	potentiality%1:09:00::
pound#n	semeval2013.d012.s000.t000	pound%1:23:01::
pound#n	semeval2013.d012.s001.t003	pound%1:23:01::
pour#v	senseval3.d000.s085.t001	pour%2:38:04::
poverty#n	semeval2013.d008.s018.t004	poverty%1:26:00::
powder#n	semeval2015.d000.s005.t000	powder%1:06:01::
power#n	senseval3.d001.s029.t006	power%1:26:00::
power#n	semeval2013.d003.s016.t002	power%1:14:00::
power#n	semeval2015.d001.s013.t000	power%1:10:00::
power#n	semeval2015.d001.s015.t000	power%1:10:00::
power_line#n	senseval3.d002.s041.t002	power_line%1:06:00::
powerful#a	senseval2.d002.s077.t010	powerful%3:00:00::
powerless#a	senseval3.d001.s013.t006	powerless%3:00:00::
practice#n	senseval2.d000.s024.t003	practice%1:04:02::
practice#n	semeval2013.d006.s006.t003	practice%1:04:00::
practice#n	semeval2013.d008.s013.t004	practice%1:04:00::
practice#n	semeval2015.d002.s009.t008	practice%1:04:00::
practice#n	semeval2015.d002.s013.t008	practice%1:04:00::
pray#v	senseval3.d002.s101.t006	pray%2:32:00::
prayer#n	senseval2.d000.s045.t016	prayer%1:04:00::
precaution#n	semeval2015.d003.s022.t000	precaution%1:04:00::
precede#v	senseval2.d001.s059.t001	precede%2:41:00::
predict#v	senseval2.d001.s004.t010	predict%2:32:01::
predict#v	senseval2.d001.s024.t002	predict%2:32:01::
predict#v	semeval2007.d000.s033.t000	predict%2:32:00::
predictive#a	senseval2.d001.s017.t012	predictive%5:00:00:prophetic:00
predictive#a	senseval2.d001.s090.t011	predictive%5:00:00:prophetic:00
predispose#v	semeval2007.d000.s009.t002	predispose%2:31:00::
predominance#n	semeval2013.d002.s002.t006	predominance%1:26:00::
pregnant#a	senseval2.d001.s019.t005	pregnant%3:00:00::
premises#n	senseval2.d000.s039.t005	premises%1:15:00::
premonition#n	senseval3.d000.s078.t003	premonition%1:12:00::
prescription#n	semeval2015.d000.s011.t003	prescription%1:10:01::
presence#n	senseval2.d001.s048.t011	presence%1:26:00::
presence#n	semeval2013.d010.s019.t001	presence%1:04:00::
present#a	senseval2.d001.s012.t001	present%3:00:02::
present#a	senseval2.d001.s031.t009	present%3:00:02::
present#v	semeval2015.d002.s009.t006	present%2:32:00::
president#n	senseval2.d000.s049.t008	president%1:18:03::
president#n	senseval3.d001.s003.t006	president%1:04:04::
president#n	senseval3.d001.s004.t012	president%1:04:04::
president#n	senseval3.d001.s016.t000	president%1:18:04::
president#n	senseval3.d001.s016.t008	president%1:18:04::
president#n	senseval3.d001.s019.t007	president%1:04:04::
president#n	senseval3.d001.s042.t002	president%1:04:04::
president#n	semeval2013.d008.s020.t003	president%1:18:00::
president#n	semeval2013.d008.s026.t004	president%1:18:00::
president#n	semeval2013.d009.s017.t008	president%1:18:01::
presidential#a	senseval3.d001.s000.t006	presidential%3:01:00::
presidential#a	senseval3.d001.s001.t000	presidential%3:01:00::
presidential#a	senseval3.d001.s004.t000	presidential%3:01:00::
presidential#a	senseval3.d001.s004.t004	presidential%3:01:00::
presidential#a	senseval3.d001.s041.t015	presidential%3:01:00::
press#v	senseval2.d000.s037.t006	press%2:32:00::
pressing#a	senseval2.d002.s046.t006	pressing%5:00:00:imperative:00
pressure#n	semeval2013.d000.s022.t004	pressure%1:07:00::
pressure#n	semeval2013.d001.s009.t003	pressure%1:07:00::
pressure#n	semeval2013.d002.s009.t005	pressure%1:07:00::
pressure#n	semeval2013.d005.s020.t005	pressure%1:07:00::
pressure#n	semeval2013.d011.s014.t006	pressure%1:07:00::
prestigious#a	senseval2.d000.s059.t014	prestigious%5:00:00:reputable:00
prevail#v	senseval2.d002.s015.t007	prevail%2:33:00::
prevail#v	senseval2.d002.s066.t006	prevail%2:42:01::
prevent#v	senseval3.d000.s116.t006	prevent%2:41:01::
prevent#v	senseval3.d001.s013.t007	prevent%2:41:01::
prevent#v	senseval3.d001.s016.t011	prevent%2:41:00::
prevent#v	semeval2007.d000.s011.t001	prevent%2:41:01::
prevent#v	semeval2015.d000.s017.t002	prevent%2:41:01::
prevent#v	semeval2015.d000.s017.t005	prevent%2:41:01::
prevent#v	semeval2015.d003.s008.t002	prevent%2:41:01::
prevention#n	senseval2.d001.s002.t011	prevention%1:04:00::
prevention#n	semeval2015.d003.s016.t016	prevention%1:04:00::
previous#a	semeval2015.d001.s039.t005	previous%5:00:00:preceding:00
primarily#r	semeval2015.d002.s018.t006	primarily%4:02:01::
primary#a	senseval3.d001.s035.t001	primary%3:00:00::
principal#n	senseval2.d002.s076.t003	principal%1:18:00::
principle#n	semeval2013.d006.s009.t003	principle%1:10:00::
principle#n	semeval2013.d006.s026.t001	principle%1:10:00::
print#v	semeval2015.d001.s044.t005	print%2:36:00::
priority#n	senseval2.d000.s051.t006	priority%1:26:00::
priority#n	semeval2015.d001.s017.t003	priority%1:07:00::
prisoner#n	senseval3.d001.s042.t007	prisoner%1:18:00::
private#a	senseval3.d001.s009.t012	private%3:00:00::
private#a	senseval3.d001.s009.t028	private%3:00:00::
private#a	semeval2015.d002.s017.t005	private%5:00:00:personal:00
private_enterprise#n	semeval2013.d008.s001.t004	private_enterprise%1:14:00::
private_enterprise#n	semeval2013.d008.s024.t002	private_enterprise%1:14:00::
private_enterprise#n	semeval2013.d008.s024.t006	private_enterprise%1:14:00::
private_enterprise#n	semeval2013.d008.s026.t003	private_enterprise%1:14:00::
prizefighter#n	senseval2.d000.s025.t005	prizefighter%1:18:01::
probably#r	senseval2.d001.s071.t002	probably%4:02:00::
probably#r	senseval2.d002.s030.t001	probably%4:02:01::
probably#r	senseval2.d002.s059.t006	probably%4:02:00::
probe#v	senseval2.d001.s060.t007	probe%2:32:00::
problem#n	senseval2.d000.s052.t004	problem%1:26:00::
problem#n	senseval2.d000.s060.t006	problem%1:26:00::
problem#n	senseval2.d002.s033.t000	problem%1:09:00::
problem#n	senseval2.d002.s033.t003	problem%1:09:00::
problem#n	senseval3.d001.s019.t013	problem%1:09:00::
problem#n	semeval2007.d000.s009.t001	problem%1:26:00::
problem#n	semeval2007.d000.s016.t000	problem%1:26:00::
problem#n	semeval2013.d008.s022.t007	problem%1:26:00::
problem#n	semeval2013.d011.s005.t003	problem%1:26:00::
problem#n	semeval2013.d011.s010.t003	problem%1:26:00::
problem#n	semeval2013.d011.s011.t003	problem%1:26:00::
problem#n	semeval2013.d012.s002.t000	problem%1:26:00::
problem#n	semeval2015.d000.s019.t007	problem%1:26:00::
problem#n	semeval2015.d002.s011.t011	problem%1:26:00::
proceed#v	senseval2.d002.s028.t001	proceed%2:42:00::
process#n	senseval2.d002.s058.t000	process%1:04:00::
process#n	semeval2013.d000.s006.t002	process%1:04:00::
process#n	semeval2013.d000.s022.t005	process%1:04:00::
produce#v	senseval2.d001.s002.t004	produce%2:36:03::
produce#v	senseval2.d001.s091.t012	produce%2:36:02::
produce#v	senseval2.d002.s079.t003	produce%2:36:03::
produce#v	semeval2007.d001.s004.t006	produce%2:36:00::
produce#v	semeval2015.d000.s023.t008	produce%2:36:02::
product#n	semeval2015.d000.s001.t003	product%1:06:00::
product#n	semeval2015.d000.s020.t004	product%1:06:00::
product#n	semeval2015.d001.s028.t009	product%1:09:00::
product#n	semeval2015.d003.s001.t003	product%1:06:00::
profession#n	senseval2.d002.s020.t003	profession%1:14:00::
professional#a	senseval3.d000.s140.t001	professional%3:00:01::
professor#n	semeval2013.d005.s015.t004	professor%1:18:00::
professor#n	semeval2013.d005.s016.t000	professor%1:18:00::
professor#n	semeval2013.d007.s013.t008	professor%1:18:00::
profitability#n	semeval2015.d002.s005.t014	profitability%1:07:00::
program#n	senseval2.d000.s055.t001	program%1:09:00::
program#n	senseval2.d002.s048.t002	program%1:09:01::
program#n	senseval2.d002.s048.t004	program%1:09:01::
program#n	semeval2007.d001.s028.t003	program%1:09:01::
program#n	semeval2007.d001.s029.t005	program%1:09:01::
program#n	semeval2007.d001.s032.t001	program%1:09:01::
program#n	semeval2007.d001.s033.t000	program%1:09:01::
program#n	semeval2013.d009.s015.t008	program%1:04:00::
program#n	semeval2013.d011.s010.t000	program%1:09:00::
program#n	semeval2015.d001.s046.t000	program%1:10:02::
programme#n	semeval2007.d001.s006.t004	programme%1:09:01::
progress#n	semeval2007.d002.s028.t001	progress%1:11:00::
progress#n	semeval2013.d008.s020.t005	progress%1:04:01::
progress#v	senseval2.d001.s059.t011	progress%2:30:01::
progress#v	senseval2.d001.s064.t006	progress%2:30:01::
progressive#a	senseval2.d002.s018.t000	progressive%3:00:01::
progressive#a	senseval3.d001.s041.t029	progressive%3:00:02::
project#n	semeval2015.d002.s005.t006	project%1:09:00::
project#n	semeval2015.d002.s017.t001	project%1:09:00::
project#n	semeval2015.d002.s018.t005	project%1:09:00::
project#n	semeval2015.d002.s020.t000	project%1:09:00::
project#n	semeval2015.d002.s021.t003	project%1:09:00::
proliferate#v	senseval2.d001.s013.t012	proliferate%2:30:01::
promise#n	semeval2013.d012.s004.t003	promise%1:10:00::
promote#v	senseval2.d001.s075.t004	promote%2:41:01::
promptly#r	senseval2.d000.s038.t012	promptly%4:02:02::
propel#v	senseval2.d001.s007.t008	propel%2:35:00::
proportion#n	senseval3.d001.s039.t004	proportion%1:24:00::
proportion#n	semeval2013.d008.s018.t003	proportion%1:24:01::
proportion#n	semeval2013.d011.s020.t006	proportion%1:24:01::
proposal#n	semeval2013.d000.s021.t003	proposal%1:10:00::
proposal#n	semeval2013.d000.s025.t007	proposal%1:10:00::
proposal#n	semeval2015.d002.s016.t007	proposal%1:10:00::
propose#v	senseval2.d001.s037.t006	propose%2:32:00::
prosecutor#n	semeval2013.d005.s020.t004	prosecutor%1:18:00::
prospect#n	senseval3.d001.s026.t006	prospect%1:26:00::
prostate#n	senseval2.d001.s035.t014	prostate%1:08:00::
protection#n	semeval2013.d004.s002.t003	protection%1:21:00::
protein#n	senseval2.d001.s009.t003	protein%1:27:00::
protein#n	senseval2.d001.s010.t009	protein%1:27:00::
protein#n	senseval2.d001.s015.t002	protein%1:27:00::
protein#n	senseval2.d001.s091.t010	protein%1:27:00::
protein#n	senseval2.d001.s092.t003	protein%1:27:00::
protest#n	senseval2.d000.s038.t015	protest%1:04:00::
proud#a	senseval3.d000.s143.t002	proud%3:00:00::
prove#v	senseval2.d001.s040.t001	prove%2:31:00::
prove#v	senseval3.d000.s156.t001	prove%2:41:03::
provide#v	senseval2.d002.s020.t001	provide%2:40:00::
provide#v	senseval3.d001.s007.t003	provide%2:40:00::
provide#v	senseval3.d001.s028.t002	provide%2:40:00::
provide#v	semeval2007.d001.s034.t000	provide%2:40:00::
provide#v	semeval2015.d002.s014.t004	provide%2:34:00::
provision#n	semeval2015.d002.s002.t011	provision%1:04:01::
provocation#n	semeval2013.d006.s006.t000	provocation%1:16:00::
proximity#n	semeval2013.d009.s016.t000	proximity%1:07:00::
psychological#a	senseval2.d002.s073.t001	psychological%3:01:00::
psychology#n	senseval2.d002.s020.t007	psychology%1:09:00::
pub#n	senseval2.d000.s035.t008	pub%1:06:00::
public#a	senseval3.d001.s009.t015	public%5:00:00:common:02
public#a	senseval3.d001.s009.t022	public%5:00:00:common:02
public#a	semeval2015.d000.s000.t003	public%3:00:00::
public#a	semeval2015.d002.s001.t010	public%5:00:00:common:02
